country;iso;concept;conceptAbbr;year;Value
Estonia;EST;#NI;NI;2013;0.344237344
Ireland;IRL;#NI;NI;2013;0.399670169
Iceland;ISL;#NI;NI;2013;0.315810404
Spain;ESP;#NI;NI;2013;0.299904423
Italy;ITA;#NI;NI;2013;0.150188108
Cyprus;CYP;#NI;NI;2013;0.626567398
Latvia;LVA;#NI;NI;2013;0.509249245
Lithuania;LTU;#NI;NI;2013;0.589060773
Luxembourg;LUX;#NI;NI;2013;0.395805955
Moldova, Republic of;MDA;#NI;NI;2013;0.679180542
Netherlands;NLD;#NI;NI;2013;0.095708102
Germany;DEU;#NI;NI;2013;0.025149088
Norway;NOR;#NI;NI;2013;0.328063986
Poland;POL;#NI;NI;2013;0.462828293
Portugal;PRT;#NI;NI;2013;0.366636957
Russian Federation;RUS;#NI;NI;2013;0.869548051
Romania;ROU;#NI;NI;2013;0.593249802
Slovakia;SVK;#NI;NI;2013;0.473010184
Slovenia;SVN;#NI;NI;2013;0.321818607
Turkey;TUR;#NI;NI;2013;0.482662237
Hungary;HUN;#NI;NI;2013;0.393395553
Ukraine;UKR;#NI;NI;2013;0.451110593
Finland;FIN;#NI;NI;2013;0.169768761
France;FRA;#NI;NI;2013;0.16792323
Croatia;HRV;#NI;NI;2013;0.484398906
Czech Republic;CZE;#NI;NI;2013;0.310202894
Switzerland;CHE;#NI;NI;2013;0.150885484
Sweden;SWE;#NI;NI;2013;0.162981519
Austria;AUT;#NI;NI;2014;0.153241375
Azerbaijan;AZE;#NI;NI;2014;0.527459854
Albania;ALB;#NI;NI;2014;0.569735467
Belgium;BEL;#NI;NI;2014;0.182156228
Belarus;BLR;#NI;NI;2014;0.415796026
Bulgaria;BGR;#NI;NI;2014;0.552972288
Bosnia and Herzegovina;BIH;#NI;NI;2014;0.643352542
United Kingdom;GBR;#NI;NI;2014;0.466727342
Armenia;ARM;#NI;NI;2014;0.560029931
Greece;GRC;#NI;NI;2014;0.410612537
Georgia;GEO;#NI;NI;2014;0.526098456
Denmark;DNK;#NI;NI;2014;0.242718266
Estonia;EST;#NI;NI;2014;0.356533632
Ireland;IRL;#NI;NI;2014;0.305043594
Iceland;ISL;#NI;NI;2014;0.304435956
Spain;ESP;#NI;NI;2014;0.288472499
Italy;ITA;#NI;NI;2014;0.157842744
Cyprus;CYP;#NI;NI;2014;0.524216321
Latvia;LVA;#NI;NI;2014;0.499044737
Lithuania;LTU;#NI;NI;2014;0.563166366
Luxembourg;LUX;#NI;NI;2014;0.373006232
Moldova, Republic of;MDA;#NI;NI;2014;0.681851642
Netherlands;NLD;#NI;NI;2014;0.087353008
Germany;DEU;#NI;NI;2014;0.023160729
Norway;NOR;#NI;NI;2014;0.314243101
Poland;POL;#NI;NI;2014;0.428340042
Portugal;PRT;#NI;NI;2014;0.351800298
Russian Federation;RUS;#NI;NI;2014;0.868701484
Romania;ROU;#NI;NI;2014;0.58725981
Slovakia;SVK;#NI;NI;2014;0.475469657
Slovenia;SVN;#NI;NI;2014;0.28819304
Turkey;TUR;#NI;NI;2014;0.534737996
Hungary;HUN;#NI;NI;2014;0.385729962
Ukraine;UKR;#NI;NI;2014;0.447395867
Finland;FIN;#NI;NI;2014;0.153147002
France;FRA;#NI;NI;2014;0.184114086
Croatia;HRV;#NI;NI;2014;0.483559055
Czech Republic;CZE;#NI;NI;2014;0.297373358
Switzerland;CHE;#NI;NI;2014;0.228284674
Sweden;SWE;#NI;NI;2014;0.151664334
Austria;AUT;#NI;NI;2015;0.173672788
Azerbaijan;AZE;#NI;NI;2015;0.516733568
Albania;ALB;#NI;NI;2015;0.576202164
Belgium;BEL;#NI;NI;2015;0.194008824
Belarus;BLR;#NI;NI;2015;0.415830858
Bulgaria;BGR;#NI;NI;2015;0.539985351
Bosnia and Herzegovina;BIH;#NI;NI;2015;0.535946498
United Kingdom;GBR;#NI;NI;2015;0.536600613
Armenia;ARM;#NI;NI;2015;0.566059541
Greece;GRC;#NI;NI;2015;0.399122184
Georgia;GEO;#NI;NI;2015;0.547487031
Denmark;DNK;#NI;NI;2015;0.22855086
Estonia;EST;#NI;NI;2015;0.352996021
Ireland;IRL;#NI;NI;2015;0.297569462
Iceland;ISL;#NI;NI;2015;0.298656123
Spain;ESP;#NI;NI;2015;0.277468575
Italy;ITA;#NI;NI;2015;0.148653347
Cyprus;CYP;#NI;NI;2015;0.626003191
Latvia;LVA;#NI;NI;2015;0.502189853
Lithuania;LTU;#NI;NI;2015;0.573583719
Luxembourg;LUX;#NI;NI;2015;0.370085863
Moldova, Republic of;MDA;#NI;NI;2015;0.692569045
Netherlands;NLD;#NI;NI;2015;0.090618864
Germany;DEU;#NI;NI;2015;0.019229168
Norway;NOR;#NI;NI;2015;0.312199431
Poland;POL;#NI;NI;2015;0.404148649
Portugal;PRT;#NI;NI;2015;0.400717988
Russian Federation;RUS;#NI;NI;2015;0.887323518
Romania;ROU;#NI;NI;2015;0.597556417
Slovakia;SVK;#NI;NI;2015;0.477462133
Slovenia;SVN;#NI;NI;2015;0.281828231
Turkey;TUR;#NI;NI;2015;0.464460389
Hungary;HUN;#NI;NI;2015;0.376251049
Ukraine;UKR;#NI;NI;2015;0.448900102
Finland;FIN;#NI;NI;2015;0.208920899
France;FRA;#NI;NI;2015;0.200998514
Croatia;HRV;#NI;NI;2015;0.482974066
Czech Republic;CZE;#NI;NI;2015;0.291610286
Switzerland;CHE;#NI;NI;2015;0.218031011
Sweden;SWE;#NI;NI;2015;0.142912732
Austria;AUT;#PWA;PWA;2005;0.309183861
Azerbaijan;AZE;#PWA;PWA;2005;0.671574457
Albania;ALB;#PWA;PWA;2005;0.372551574
Belgium;BEL;#PWA;PWA;2005;0.309183861
Belarus;BLR;#PWA;PWA;2005;0.316780703
Bulgaria;BGR;#PWA;PWA;2005;0.315253325
Bosnia and Herzegovina;BIH;#PWA;PWA;2005;0.335411334
United Kingdom;GBR;#PWA;PWA;2005;0.309183861
Armenia;ARM;#PWA;PWA;2005;0.380847035
Greece;GRC;#PWA;PWA;2005;0.318312041
Georgia;GEO;#PWA;PWA;2005;0.423286269
Denmark;DNK;#PWA;PWA;2005;0.309183861
Estonia;EST;#PWA;PWA;2005;0.321386506
Ireland;IRL;#PWA;PWA;2005;0.357809882
Iceland;ISL;#PWA;PWA;2005;0.309183861
Spain;ESP;#PWA;PWA;2005;0.309183861
Italy;ITA;#PWA;PWA;2005;0.309183861
Cyprus;CYP;#PWA;PWA;2005;0.309183861
Latvia;LVA;#PWA;PWA;2005;0.330702487
Lithuania;LTU;#PWA;PWA;2005;0.423286269
Luxembourg;LUX;#PWA;PWA;2005;0.309183861
Moldova, Republic of;MDA;#PWA;PWA;2005;0.542698353
Netherlands;NLD;#PWA;PWA;2005;0.309183861
Germany;DEU;#PWA;PWA;2005;0.309183861
Norway;NOR;#PWA;PWA;2005;0.309183861
Poland;POL;#PWA;PWA;2005;0.359435214
Portugal;PRT;#PWA;PWA;2005;0.327581924
Russian Federation;RUS;#PWA;PWA;2005;0.379182195
Romania;ROU;#PWA;PWA;2005;0.456351937
Slovakia;SVK;#PWA;PWA;2005;0.310695175
Slovenia;SVN;#PWA;PWA;2005;0.315253325
Turkey;TUR;#PWA;PWA;2005;0.377520194
Hungary;HUN;#PWA;PWA;2005;0.321386506
Ukraine;UKR;#PWA;PWA;2005;0.352953584
Finland;FIN;#PWA;PWA;2005;0.309183861
France;FRA;#PWA;PWA;2005;0.309183861
Croatia;HRV;#PWA;PWA;2005;0.329140322
Czech Republic;CZE;#PWA;PWA;2005;0.310695175
Switzerland;CHE;#PWA;PWA;2005;0.309183861
Sweden;SWE;#PWA;PWA;2005;0.309183861
Austria;AUT;#PWA;PWA;2006;0.309183861
Azerbaijan;AZE;#PWA;PWA;2006;0.658987272
Albania;ALB;#PWA;PWA;2006;0.372551574
Belgium;BEL;#PWA;PWA;2006;0.309183861
Belarus;BLR;#PWA;PWA;2006;0.315253325
Bulgaria;BGR;#PWA;PWA;2006;0.315253325
Bosnia and Herzegovina;BIH;#PWA;PWA;2006;0.332268395
United Kingdom;GBR;#PWA;PWA;2006;0.309183861
Armenia;ARM;#PWA;PWA;2006;0.370901273
Greece;GRC;#PWA;PWA;2006;0.315253325
Georgia;GEO;#PWA;PWA;2006;0.4095496
Denmark;DNK;#PWA;PWA;2006;0.309183861
Estonia;EST;#PWA;PWA;2006;0.319847316
Ireland;IRL;#PWA;PWA;2006;0.356187812
Iceland;ISL;#PWA;PWA;2006;0.309183861
Spain;ESP;#PWA;PWA;2006;0.309183861
Italy;ITA;#PWA;PWA;2006;0.309183861
Cyprus;CYP;#PWA;PWA;2006;0.309183861
Latvia;LVA;#PWA;PWA;2006;0.330702487
Lithuania;LTU;#PWA;PWA;2006;0.416401706
Luxembourg;LUX;#PWA;PWA;2006;0.309183861
Moldova, Republic of;MDA;#PWA;PWA;2006;0.539188914
Netherlands;NLD;#PWA;PWA;2006;0.309183861
Germany;DEU;#PWA;PWA;2006;0.309183861
Norway;NOR;#PWA;PWA;2006;0.309183861
Poland;POL;#PWA;PWA;2006;0.356187812
Portugal;PRT;#PWA;PWA;2006;0.324476531
Russian Federation;RUS;#PWA;PWA;2006;0.375861068
Romania;ROU;#PWA;PWA;2006;0.435404695
Slovakia;SVK;#PWA;PWA;2006;0.310695175
Slovenia;SVN;#PWA;PWA;2006;0.315253325
Turkey;TUR;#PWA;PWA;2006;0.367609729
Hungary;HUN;#PWA;PWA;2006;0.318312041
Ukraine;UKR;#PWA;PWA;2006;0.354569036
Finland;FIN;#PWA;PWA;2006;0.309183861
France;FRA;#PWA;PWA;2006;0.309183861
Croatia;HRV;#PWA;PWA;2006;0.327581924
Czech Republic;CZE;#PWA;PWA;2006;0.310695175
Switzerland;CHE;#PWA;PWA;2006;0.309183861
Sweden;SWE;#PWA;PWA;2006;0.309183861
Austria;AUT;#PWA;PWA;2007;0.309183861
Azerbaijan;AZE;#PWA;PWA;2007;0.644554582
Albania;ALB;#PWA;PWA;2007;0.37420485
Belgium;BEL;#PWA;PWA;2007;0.309183861
Belarus;BLR;#PWA;PWA;2007;0.315253325
Bulgaria;BGR;#PWA;PWA;2007;0.315253325
Bosnia and Herzegovina;BIH;#PWA;PWA;2007;0.329140322
United Kingdom;GBR;#PWA;PWA;2007;0.309183861
Armenia;ARM;#PWA;PWA;2007;0.361063779
Greece;GRC;#PWA;PWA;2007;0.313729929
Georgia;GEO;#PWA;PWA;2007;0.395952654
Denmark;DNK;#PWA;PWA;2007;0.309183861
Estonia;EST;#PWA;PWA;2007;0.319847316
Ireland;IRL;#PWA;PWA;2007;0.354569036
Iceland;ISL;#PWA;PWA;2007;0.309183861
Spain;ESP;#PWA;PWA;2007;0.309183861
Italy;ITA;#PWA;PWA;2007;0.309183861
Cyprus;CYP;#PWA;PWA;2007;0.309183861
Latvia;LVA;#PWA;PWA;2007;0.329140322
Lithuania;LTU;#PWA;PWA;2007;0.4095496
Luxembourg;LUX;#PWA;PWA;2007;0.309183861
Moldova, Republic of;MDA;#PWA;PWA;2007;0.533917572
Netherlands;NLD;#PWA;PWA;2007;0.309183861
Germany;DEU;#PWA;PWA;2007;0.309183861
Norway;NOR;#PWA;PWA;2007;0.309183861
Poland;POL;#PWA;PWA;2007;0.354569036
Portugal;PRT;#PWA;PWA;2007;0.322929585
Russian Federation;RUS;#PWA;PWA;2007;0.37420485
Romania;ROU;#PWA;PWA;2007;0.414685539
Slovakia;SVK;#PWA;PWA;2007;0.310695175
Slovenia;SVN;#PWA;PWA;2007;0.315253325
Turkey;TUR;#PWA;PWA;2007;0.357809882
Hungary;HUN;#PWA;PWA;2007;0.313729929
Ukraine;UKR;#PWA;PWA;2007;0.356187812
Finland;FIN;#PWA;PWA;2007;0.309183861
France;FRA;#PWA;PWA;2007;0.309183861
Croatia;HRV;#PWA;PWA;2007;0.326027318
Czech Republic;CZE;#PWA;PWA;2007;0.310695175
Switzerland;CHE;#PWA;PWA;2007;0.309183861
Sweden;SWE;#PWA;PWA;2007;0.309183861
Austria;AUT;#PWA;PWA;2008;0.309183861
Azerbaijan;AZE;#PWA;PWA;2008;0.63150006
Albania;ALB;#PWA;PWA;2008;0.375861068
Belgium;BEL;#PWA;PWA;2008;0.309183861
Belarus;BLR;#PWA;PWA;2008;0.315253325
Bulgaria;BGR;#PWA;PWA;2008;0.315253325
Bosnia and Herzegovina;BIH;#PWA;PWA;2008;0.327581924
United Kingdom;GBR;#PWA;PWA;2008;0.309183861
Armenia;ARM;#PWA;PWA;2008;0.351341485
Greece;GRC;#PWA;PWA;2008;0.312210539
Georgia;GEO;#PWA;PWA;2008;0.384185099
Denmark;DNK;#PWA;PWA;2008;0.309183861
Estonia;EST;#PWA;PWA;2008;0.318312041
Ireland;IRL;#PWA;PWA;2008;0.352953584
Iceland;ISL;#PWA;PWA;2008;0.309183861
Spain;ESP;#PWA;PWA;2008;0.309183861
Italy;ITA;#PWA;PWA;2008;0.309183861
Cyprus;CYP;#PWA;PWA;2008;0.309183861
Latvia;LVA;#PWA;PWA;2008;0.327581924
Lithuania;LTU;#PWA;PWA;2008;0.402732437
Luxembourg;LUX;#PWA;PWA;2008;0.309183861
Moldova, Republic of;MDA;#PWA;PWA;2008;0.530399057
Netherlands;NLD;#PWA;PWA;2008;0.309183861
Germany;DEU;#PWA;PWA;2008;0.309183861
Norway;NOR;#PWA;PWA;2008;0.309183861
Poland;POL;#PWA;PWA;2008;0.351341485
Portugal;PRT;#PWA;PWA;2008;0.319847316
Russian Federation;RUS;#PWA;PWA;2008;0.370901273
Romania;ROU;#PWA;PWA;2008;0.395952654
Slovakia;SVK;#PWA;PWA;2008;0.309183861
Slovenia;SVN;#PWA;PWA;2008;0.315253325
Turkey;TUR;#PWA;PWA;2008;0.348127467
Hungary;HUN;#PWA;PWA;2008;0.310695175
Ukraine;UKR;#PWA;PWA;2008;0.357809882
Finland;FIN;#PWA;PWA;2008;0.309183861
France;FRA;#PWA;PWA;2008;0.309183861
Croatia;HRV;#PWA;PWA;2008;0.324476531
Czech Republic;CZE;#PWA;PWA;2008;0.310695175
Switzerland;CHE;#PWA;PWA;2008;0.309183861
Sweden;SWE;#PWA;PWA;2008;0.309183861
Austria;AUT;#PWA;PWA;2009;0.309183861
Azerbaijan;AZE;#PWA;PWA;2009;0.616580897
Albania;ALB;#PWA;PWA;2009;0.377520194
Belgium;BEL;#PWA;PWA;2009;0.309183861
Belarus;BLR;#PWA;PWA;2009;0.315253325
Bulgaria;BGR;#PWA;PWA;2009;0.316780703
Bosnia and Herzegovina;BIH;#PWA;PWA;2009;0.324476531
United Kingdom;GBR;#PWA;PWA;2009;0.309183861
Armenia;ARM;#PWA;PWA;2009;0.341740961
Greece;GRC;#PWA;PWA;2009;0.310695175
Georgia;GEO;#PWA;PWA;2009;0.370901273
Denmark;DNK;#PWA;PWA;2009;0.309183861
Estonia;EST;#PWA;PWA;2009;0.318312041
Ireland;IRL;#PWA;PWA;2009;0.351341485
Iceland;ISL;#PWA;PWA;2009;0.309183861
Spain;ESP;#PWA;PWA;2009;0.309183861
Italy;ITA;#PWA;PWA;2009;0.309183861
Cyprus;CYP;#PWA;PWA;2009;0.309183861
Latvia;LVA;#PWA;PWA;2009;0.326027318
Lithuania;LTU;#PWA;PWA;2009;0.395952654
Luxembourg;LUX;#PWA;PWA;2009;0.309183861
Moldova, Republic of;MDA;#PWA;PWA;2009;0.526877518
Netherlands;NLD;#PWA;PWA;2009;0.309183861
Germany;DEU;#PWA;PWA;2009;0.309183861
Norway;NOR;#PWA;PWA;2009;0.309183861
Poland;POL;#PWA;PWA;2009;0.348127467
Portugal;PRT;#PWA;PWA;2009;0.316780703
Russian Federation;RUS;#PWA;PWA;2009;0.369253981
Romania;ROU;#PWA;PWA;2009;0.375861068
Slovakia;SVK;#PWA;PWA;2009;0.309183861
Slovenia;SVN;#PWA;PWA;2009;0.315253325
Turkey;TUR;#PWA;PWA;2009;0.340153153
Hungary;HUN;#PWA;PWA;2009;0.309183861
Ukraine;UKR;#PWA;PWA;2009;0.359435214
Finland;FIN;#PWA;PWA;2009;0.309183861
France;FRA;#PWA;PWA;2009;0.309183861
Croatia;HRV;#PWA;PWA;2009;0.322929585
Czech Republic;CZE;#PWA;PWA;2009;0.310695175
Switzerland;CHE;#PWA;PWA;2009;0.309183861
Sweden;SWE;#PWA;PWA;2009;0.309183861
Austria;AUT;#PWA;PWA;2010;0.309183861
Azerbaijan;AZE;#PWA;PWA;2010;0.601438931
Albania;ALB;#PWA;PWA;2010;0.379182195
Belgium;BEL;#PWA;PWA;2010;0.309183861
Belarus;BLR;#PWA;PWA;2010;0.315253325
Bulgaria;BGR;#PWA;PWA;2010;0.316780703
Bosnia and Herzegovina;BIH;#PWA;PWA;2010;0.321386506
United Kingdom;GBR;#PWA;PWA;2010;0.309183861
Armenia;ARM;#PWA;PWA;2010;0.333838019
Greece;GRC;#PWA;PWA;2010;0.309183861
Georgia;GEO;#PWA;PWA;2010;0.359435214
Denmark;DNK;#PWA;PWA;2010;0.309183861
Estonia;EST;#PWA;PWA;2010;0.316780703
Ireland;IRL;#PWA;PWA;2010;0.34973277
Iceland;ISL;#PWA;PWA;2010;0.309183861
Spain;ESP;#PWA;PWA;2010;0.309183861
Italy;ITA;#PWA;PWA;2010;0.309183861
Cyprus;CYP;#PWA;PWA;2010;0.309183861
Latvia;LVA;#PWA;PWA;2010;0.326027318
Lithuania;LTU;#PWA;PWA;2010;0.38921263
Luxembourg;LUX;#PWA;PWA;2010;0.309183861
Moldova, Republic of;MDA;#PWA;PWA;2010;0.5215903
Netherlands;NLD;#PWA;PWA;2010;0.309183861
Germany;DEU;#PWA;PWA;2010;0.309183861
Norway;NOR;#PWA;PWA;2010;0.309183861
Poland;POL;#PWA;PWA;2010;0.346525606
Portugal;PRT;#PWA;PWA;2010;0.315253325
Russian Federation;RUS;#PWA;PWA;2010;0.367609729
Romania;ROU;#PWA;PWA;2010;0.357809882
Slovakia;SVK;#PWA;PWA;2010;0.309183861
Slovenia;SVN;#PWA;PWA;2010;0.316780703
Turkey;TUR;#PWA;PWA;2010;0.330702487
Hungary;HUN;#PWA;PWA;2010;0.309183861
Ukraine;UKR;#PWA;PWA;2010;0.361063779
Finland;FIN;#PWA;PWA;2010;0.309183861
France;FRA;#PWA;PWA;2010;0.309183861
Croatia;HRV;#PWA;PWA;2010;0.321386506
Czech Republic;CZE;#PWA;PWA;2010;0.309183861
Switzerland;CHE;#PWA;PWA;2010;0.309183861
Sweden;SWE;#PWA;PWA;2010;0.309183861
Austria;AUT;#PWA;PWA;2011;0.309183861
Azerbaijan;AZE;#PWA;PWA;2011;0.587813536
Albania;ALB;#PWA;PWA;2011;0.380847035
Belgium;BEL;#PWA;PWA;2011;0.309183861
Belarus;BLR;#PWA;PWA;2011;0.315253325
Bulgaria;BGR;#PWA;PWA;2011;0.316780703
Bosnia and Herzegovina;BIH;#PWA;PWA;2011;0.318312041
United Kingdom;GBR;#PWA;PWA;2011;0.309183861
Armenia;ARM;#PWA;PWA;2011;0.324476531
Greece;GRC;#PWA;PWA;2011;0.309183861
Georgia;GEO;#PWA;PWA;2011;0.346525606
Denmark;DNK;#PWA;PWA;2011;0.309183861
Estonia;EST;#PWA;PWA;2011;0.316780703
Ireland;IRL;#PWA;PWA;2011;0.348127467
Iceland;ISL;#PWA;PWA;2011;0.309183861
Spain;ESP;#PWA;PWA;2011;0.309183861
Italy;ITA;#PWA;PWA;2011;0.309183861
Cyprus;CYP;#PWA;PWA;2011;0.309183861
Latvia;LVA;#PWA;PWA;2011;0.324476531
Lithuania;LTU;#PWA;PWA;2011;0.382514682
Luxembourg;LUX;#PWA;PWA;2011;0.309183861
Moldova, Republic of;MDA;#PWA;PWA;2011;0.518062725
Netherlands;NLD;#PWA;PWA;2011;0.309183861
Germany;DEU;#PWA;PWA;2011;0.309183861
Norway;NOR;#PWA;PWA;2011;0.309183861
Poland;POL;#PWA;PWA;2011;0.343332325
Portugal;PRT;#PWA;PWA;2011;0.312210539
Russian Federation;RUS;#PWA;PWA;2011;0.364330478
Romania;ROU;#PWA;PWA;2011;0.340153153
Slovakia;SVK;#PWA;PWA;2011;0.309183861
Slovenia;SVN;#PWA;PWA;2011;0.316780703
Turkey;TUR;#PWA;PWA;2011;0.322929585
Hungary;HUN;#PWA;PWA;2011;0.309183861
Ukraine;UKR;#PWA;PWA;2011;0.362695544
Finland;FIN;#PWA;PWA;2011;0.309183861
France;FRA;#PWA;PWA;2011;0.309183861
Croatia;HRV;#PWA;PWA;2011;0.319847316
Czech Republic;CZE;#PWA;PWA;2011;0.309183861
Switzerland;CHE;#PWA;PWA;2011;0.309183861
Sweden;SWE;#PWA;PWA;2011;0.309183861
Austria;AUT;#PWA;PWA;2012;0.309183861
Azerbaijan;AZE;#PWA;PWA;2012;0.572323505
Albania;ALB;#PWA;PWA;2012;0.382514682
Belgium;BEL;#PWA;PWA;2012;0.309183861
Belarus;BLR;#PWA;PWA;2012;0.313729929
Bulgaria;BGR;#PWA;PWA;2012;0.316780703
Bosnia and Herzegovina;BIH;#PWA;PWA;2012;0.316780703
United Kingdom;GBR;#PWA;PWA;2012;0.309183861
Armenia;ARM;#PWA;PWA;2012;0.313729929
Greece;GRC;#PWA;PWA;2012;0.309183861
Georgia;GEO;#PWA;PWA;2012;0.335411334
Denmark;DNK;#PWA;PWA;2012;0.309183861
Estonia;EST;#PWA;PWA;2012;0.316780703
Ireland;IRL;#PWA;PWA;2012;0.344927216
Iceland;ISL;#PWA;PWA;2012;0.309183861
Spain;ESP;#PWA;PWA;2012;0.309183861
Italy;ITA;#PWA;PWA;2012;0.309183861
Cyprus;CYP;#PWA;PWA;2012;0.309183861
Latvia;LVA;#PWA;PWA;2012;0.322929585
Lithuania;LTU;#PWA;PWA;2012;0.375861068
Luxembourg;LUX;#PWA;PWA;2012;0.309183861
Moldova, Republic of;MDA;#PWA;PWA;2012;0.512768095
Netherlands;NLD;#PWA;PWA;2012;0.309183861
Germany;DEU;#PWA;PWA;2012;0.309183861
Norway;NOR;#PWA;PWA;2012;0.309183861
Poland;POL;#PWA;PWA;2012;0.340153153
Portugal;PRT;#PWA;PWA;2012;0.310695175
Russian Federation;RUS;#PWA;PWA;2012;0.362695544
Romania;ROU;#PWA;PWA;2012;0.324476531
Slovakia;SVK;#PWA;PWA;2012;0.309183861
Slovenia;SVN;#PWA;PWA;2012;0.316780703
Turkey;TUR;#PWA;PWA;2012;0.316780703
Hungary;HUN;#PWA;PWA;2012;0.309183861
Ukraine;UKR;#PWA;PWA;2012;0.364330478
Finland;FIN;#PWA;PWA;2012;0.309183861
France;FRA;#PWA;PWA;2012;0.309183861
Croatia;HRV;#PWA;PWA;2012;0.318312041
Czech Republic;CZE;#PWA;PWA;2012;0.309183861
Switzerland;CHE;#PWA;PWA;2012;0.309183861
Sweden;SWE;#PWA;PWA;2012;0.309183861
Austria;AUT;#PWA;PWA;2013;0.309183861
Azerbaijan;AZE;#PWA;PWA;2013;0.558433527
Albania;ALB;#PWA;PWA;2013;0.385858253
Belgium;BEL;#PWA;PWA;2013;0.309183861
Belarus;BLR;#PWA;PWA;2013;0.313729929
Bulgaria;BGR;#PWA;PWA;2013;0.316780703
Bosnia and Herzegovina;BIH;#PWA;PWA;2013;0.313729929
United Kingdom;GBR;#PWA;PWA;2013;0.309183861
Armenia;ARM;#PWA;PWA;2013;0.310695175
Greece;GRC;#PWA;PWA;2013;0.309183861
Georgia;GEO;#PWA;PWA;2013;0.324476531
Denmark;DNK;#PWA;PWA;2013;0.309183861
Estonia;EST;#PWA;PWA;2013;0.315253325
Ireland;IRL;#PWA;PWA;2013;0.343332325
Iceland;ISL;#PWA;PWA;2013;0.309183861
Spain;ESP;#PWA;PWA;2013;0.309183861
Italy;ITA;#PWA;PWA;2013;0.309183861
Cyprus;CYP;#PWA;PWA;2013;0.309183861
Latvia;LVA;#PWA;PWA;2013;0.321386506
Lithuania;LTU;#PWA;PWA;2013;0.369253981
Luxembourg;LUX;#PWA;PWA;2013;0.309183861
Moldova, Republic of;MDA;#PWA;PWA;2013;0.509236675
Netherlands;NLD;#PWA;PWA;2013;0.309183861
Germany;DEU;#PWA;PWA;2013;0.309183861
Norway;NOR;#PWA;PWA;2013;0.309183861
Poland;POL;#PWA;PWA;2013;0.336988312
Portugal;PRT;#PWA;PWA;2013;0.309183861
Russian Federation;RUS;#PWA;PWA;2013;0.359435214
Romania;ROU;#PWA;PWA;2013;0.309183861
Slovakia;SVK;#PWA;PWA;2013;0.309183861
Slovenia;SVN;#PWA;PWA;2013;0.316780703
Turkey;TUR;#PWA;PWA;2013;0.312210539
Hungary;HUN;#PWA;PWA;2013;0.309183861
Ukraine;UKR;#PWA;PWA;2013;0.365968551
Finland;FIN;#PWA;PWA;2013;0.309183861
France;FRA;#PWA;PWA;2013;0.309183861
Croatia;HRV;#PWA;PWA;2013;0.316780703
Czech Republic;CZE;#PWA;PWA;2013;0.309183861
Switzerland;CHE;#PWA;PWA;2013;0.309183861
Sweden;SWE;#PWA;PWA;2013;0.309183861
Austria;AUT;#PWA;PWA;2014;0.309183861
Azerbaijan;AZE;#PWA;PWA;2014;0.542698353
Albania;ALB;#PWA;PWA;2014;0.387534108
Belgium;BEL;#PWA;PWA;2014;0.309183861
Belarus;BLR;#PWA;PWA;2014;0.313729929
Bulgaria;BGR;#PWA;PWA;2014;0.318312041
Bosnia and Herzegovina;BIH;#PWA;PWA;2014;0.310695175
United Kingdom;GBR;#PWA;PWA;2014;0.309183861
Armenia;ARM;#PWA;PWA;2014;0.309183861
Greece;GRC;#PWA;PWA;2014;0.309183861
Georgia;GEO;#PWA;PWA;2014;0.315253325
Denmark;DNK;#PWA;PWA;2014;0.309183861
Estonia;EST;#PWA;PWA;2014;0.315253325
Ireland;IRL;#PWA;PWA;2014;0.341740961
Iceland;ISL;#PWA;PWA;2014;0.309183861
Spain;ESP;#PWA;PWA;2014;0.309183861
Italy;ITA;#PWA;PWA;2014;0.309183861
Cyprus;CYP;#PWA;PWA;2014;0.309183861
Latvia;LVA;#PWA;PWA;2014;0.319847316
Lithuania;LTU;#PWA;PWA;2014;0.362695544
Luxembourg;LUX;#PWA;PWA;2014;0.309183861
Moldova, Republic of;MDA;#PWA;PWA;2014;0.503937928
Netherlands;NLD;#PWA;PWA;2014;0.309183861
Germany;DEU;#PWA;PWA;2014;0.309183861
Norway;NOR;#PWA;PWA;2014;0.309183861
Poland;POL;#PWA;PWA;2014;0.335411334
Portugal;PRT;#PWA;PWA;2014;0.309183861
Russian Federation;RUS;#PWA;PWA;2014;0.357809882
Romania;ROU;#PWA;PWA;2014;0.309183861
Slovakia;SVK;#PWA;PWA;2014;0.309183861
Slovenia;SVN;#PWA;PWA;2014;0.316780703
Turkey;TUR;#PWA;PWA;2014;0.309183861
Hungary;HUN;#PWA;PWA;2014;0.309183861
Ukraine;UKR;#PWA;PWA;2014;0.367609729
Finland;FIN;#PWA;PWA;2014;0.309183861
France;FRA;#PWA;PWA;2014;0.309183861
Croatia;HRV;#PWA;PWA;2014;0.315253325
Czech Republic;CZE;#PWA;PWA;2014;0.309183861
Switzerland;CHE;#PWA;PWA;2014;0.309183861
Sweden;SWE;#PWA;PWA;2014;0.309183861
Austria;AUT;#PWA;PWA;2015;0.309183861
Azerbaijan;AZE;#PWA;PWA;2015;0.528638644
Albania;ALB;#PWA;PWA;2015;0.387534108
Belgium;BEL;#PWA;PWA;2015;0.309183861
Belarus;BLR;#PWA;PWA;2015;0.313729929
Bulgaria;BGR;#PWA;PWA;2015;0.318312041
Bosnia and Herzegovina;BIH;#PWA;PWA;2015;0.310695175
United Kingdom;GBR;#PWA;PWA;2015;0.309183861
Armenia;ARM;#PWA;PWA;2015;0.309183861
